,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SwingHigh,SwingLow,Trend,AdjSwingHigh,AdjSwingLow,level_0,level_38,level_50,level_61,level_78,level_100,level_127,level_161,level_261,val,diff,FibonacciLevels
0,2014-03-04,157.68561378510802,159.97422936979754,155.94627152818438,159.3334197998047,1043201,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.3334197998047,0.0,159.97422936979754
1,2014-03-05,159.37916201900117,162.0797250579818,156.72436010739128,157.1820831298828,1298495,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.1820831298828,0.0,162.0797250579818
2,2014-03-06,158.18910343710508,158.64682652924452,156.35821106854738,158.23487854003906,1274906,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.23487854003906,0.0,158.64682652924452
3,2014-03-07,159.28757831414356,159.28757831414356,156.72432713376014,157.04473876953125,477872,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.04473876953125,0.0,159.28757831414356
4,2014-03-10,156.724353711617,158.50947063276553,156.54126730381157,158.28060913085938,1259513,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.28060913085938,0.0,158.50947063276553
5,2014-03-11,158.37216554013364,160.20305762730283,157.3194081774506,159.9284210205078,752182,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.9284210205078,0.0,160.20305762730283
6,2014-03-12,159.9283749687982,162.40007578102558,157.63976051884805,158.55520629882812,1895804,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.55520629882812,0.0,162.40007578102558
7,2014-03-13,161.11849088980145,161.11849088980145,156.54126103497754,157.27362060546875,838177,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.27362060546875,0.0,161.11849088980145
8,2014-03-14,157.45673464364478,159.56226354015757,156.587063612298,159.24185180664062,1071159,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.24185180664062,0.0,159.56226354015757
9,2014-03-18,158.46371804170496,162.26281359051754,158.3721678485728,162.07972717285156,1267363,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.07972717285156,0.0,162.26281359051754
10,2014-03-19,162.85784912109375,164.5972050230297,160.9354207687625,162.85784912109375,1458065,0.0,0,164.5972050230297,159.37915790275227,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.5972050230297,0.0,164.5972050230297
11,2014-03-20,162.49165475066474,164.32254663517926,161.85084538480396,163.9105987548828,636364,0.0,0,164.5972050230297,159.37915790275227,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.32254663517926,0.0,164.32254663517926
12,2014-03-21,163.91060129694193,166.42807767719248,163.91060129694193,164.7344970703125,1337111,0.0,0,164.5972050230297,159.37915790275227,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.42807767719248,0.0,166.42807767719248
13,2014-03-24,163.49867365541476,165.69573863551815,162.99517552329985,164.27679443359375,931333,0.0,0,164.5972050230297,159.37915790275227,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.69573863551815,0.0,165.69573863551815
14,2014-03-25,164.7802838412198,165.23800685188988,159.37915790275227,161.11849975585938,2196893,0.0,0,164.5972050230297,159.37915790275227,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.23800685188988,0.0,165.23800685188988
15,2014-03-26,161.11850726228806,163.86484545425887,160.93542084320967,162.1712646484375,1089569,0.0,0,164.5972050230297,159.37915790275227,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.86484545425887,0.0,163.86484545425887
16,2014-03-27,162.26281476721468,164.27679331334195,161.98817815442496,162.85784912109375,1235221,0.0,0,164.5972050230297,159.37915790275227,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.27679331334195,0.0,164.27679331334195
17,2014-03-28,163.04091399909453,165.6499263308695,162.9951389121661,163.95635986328125,1309993,0.0,0,164.5972050230297,159.37915790275227,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.6499263308695,0.0,165.6499263308695
18,2014-03-31,163.86483506832522,165.69572708026183,162.8120777489007,164.45986938476562,558194,0.0,0,164.5972050230297,159.37915790275227,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.69572708026183,0.0,165.69572708026183
19,2014-04-01,165.69570718874866,173.3396860083751,163.59017883406747,172.4242401123047,2052941,0.0,0,164.5972050230297,159.37915790275227,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.3396860083751,0.0,173.3396860083751
20,2014-04-02,173.88899242739652,173.88899242739652,166.65697347023612,166.93161010742188,1165376,0.0,0,173.88899242739652,164.00217850656534,-1,173.88899242739652,159.37915790275227,173.88899242739652,168.34623563898242,166.6340751650744,164.92191469116636,162.48426249102613,159.37915790275227,155.46150258109833,150.41208016652212,135.90224564187787,166.65697347023612,14.509834524644248,173.88899242739652
21,2014-04-03,167.5266163867453,169.5863698669102,166.88580698663566,168.4420623779297,634893,0.0,0,173.88899242739652,164.00217850656534,-1,173.88899242739652,159.37915790275227,173.88899242739652,168.34623563898242,166.6340751650744,164.92191469116636,162.48426249102613,159.37915790275227,155.46150258109833,150.41208016652212,135.90224564187787,166.88580698663566,14.509834524644248,169.5863698669102
22,2014-04-04,169.35750194412833,169.35750194412833,164.45986048965673,164.7344970703125,776792,0.0,0,173.88899242739652,164.00217850656534,-1,173.88899242739652,159.37915790275227,173.88899242739652,168.34623563898242,166.6340751650744,164.92191469116636,162.48426249102613,159.37915790275227,155.46150258109833,150.41208016652212,135.90224564187787,164.45986048965673,14.509834524644248,169.35750194412833
23,2014-04-07,164.78031335149865,168.62518453598022,164.00217850656534,167.984375,779222,0.0,0,173.88899242739652,164.00217850656534,-1,173.88899242739652,159.37915790275227,173.88899242739652,168.34623563898242,166.6340751650744,164.92191469116636,162.48426249102613,159.37915790275227,155.46150258109833,150.41208016652212,135.90224564187787,164.00217850656534,14.509834524644248,168.62518453598022
24,2014-04-09,167.61817170392658,167.89279433481,165.51264306603488,167.29776000976562,563299,0.0,0,173.88899242739652,164.00217850656534,-1,173.88899242739652,159.37915790275227,173.88899242739652,168.34623563898242,166.6340751650744,164.92191469116636,162.48426249102613,159.37915790275227,155.46150258109833,150.41208016652212,135.90224564187787,165.51264306603488,14.509834524644248,167.89279433481
25,2014-04-10,166.70275388791495,167.8928227393425,165.37534576061486,165.83306884765625,594536,0.0,0,167.8928227393425,161.667764015581,1,173.88899242739652,161.667764015581,161.667764015581,166.33627326889453,167.77837822148877,169.220483174083,171.273649547268,173.88899242739652,177.1887240985867,181.4417115858985,193.662939997714,167.8928227393425,12.221228411815503,165.37534576061486
26,2014-04-11,165.87880322026237,167.80124530124056,163.59018834700103,164.00213623046875,1003952,0.0,0,167.8928227393425,161.667764015581,1,173.88899242739652,161.667764015581,161.667764015581,166.33627326889453,167.77837822148877,169.220483174083,171.273649547268,173.88899242739652,177.1887240985867,181.4417115858985,193.662939997714,167.80124530124056,12.221228411815503,163.59018834700103
27,2014-04-15,164.0479202487328,164.64296852931977,162.07971693806198,163.68174743652344,522375,0.0,0,167.8928227393425,161.667764015581,1,173.88899242739652,161.667764015581,161.667764015581,166.33627326889453,167.77837822148877,169.220483174083,171.273649547268,173.88899242739652,177.1887240985867,181.4417115858985,193.662939997714,164.64296852931977,12.221228411815503,162.07971693806198
28,2014-04-16,163.04093928207044,165.60417692440168,163.04093928207044,163.77328491210938,1473922,0.0,0,167.8928227393425,161.667764015581,1,173.88899242739652,161.667764015581,161.667764015581,166.33627326889453,167.77837822148877,169.220483174083,171.273649547268,173.88899242739652,177.1887240985867,181.4417115858985,193.662939997714,165.60417692440168,12.221228411815503,163.04093928207044
