,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SwingHigh,SwingLow,Trend,AdjSwingHigh,AdjSwingLow,level_0,level_38,level_50,level_61,level_78,level_100,level_127,level_161,level_261,val,diff,FibonacciLevels
0,2014-03-04,948.5218290115304,957.3563717257326,944.614272723172,951.6860961914062,2030332,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.6860961914062,0.0,957.3563717257326
1,2014-03-05,957.71783926305,971.0545336433038,952.4935557513672,956.4647827148438,2302006,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.4935557513672,0.0,971.0545336433038
2,2014-03-06,956.8681766744652,959.9050027936028,948.0760434712467,951.7288208007812,1314562,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948.0760434712467,0.0,959.9050027936028
3,2014-03-07,953.746157893745,955.678730411248,914.3730907518552,946.525634765625,4698472,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.3730907518552,0.0,955.678730411248
4,2014-03-10,946.355717273687,946.525570445794,906.8126959397669,910.0618896484376,3829768,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.8126959397669,0.0,946.525570445794
5,2014-03-11,915.3074306621984,924.9276737800674,901.2911219792044,913.884521484375,2550254,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,901.2911219792044,0.0,924.9276737800674
6,2014-03-12,914.4581178033852,930.0671915745298,914.4581178033852,925.6923828125,1669788,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.4581178033852,0.0,930.0671915745298
7,2014-03-13,912.3555098213373,935.270029542656,907.5984804555806,912.9926147460938,2019884,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.5984804555806,0.0,935.270029542656
8,2014-03-14,909.3612698358904,917.6436354415888,902.2681877229276,908.7454223632812,2161246,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902.2681877229276,0.0,917.6436354415888
9,2014-03-18,907.0252051034364,913.9484339170754,893.7521834881321,901.291259765625,2565842,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.7521834881321,0.0,913.9484339170754
10,2014-03-19,881.3284992636217,881.3284992636217,855.0160860126515,866.2078857421875,8652662,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0160860126515,0.0,881.3284992636217
11,2014-03-20,865.613316654289,901.6734177589988,854.3153318211847,895.4298095703125,5728956,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.3153318211847,0.0,901.6734177589988
12,2014-03-21,902.5654436334736,911.060177220612,885.5759764591965,903.4149169921876,4680776,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885.5759764591965,0.0,911.060177220612
13,2014-03-24,907.6409562359146,916.560425814742,903.0537797134236,914.2881469726562,2183014,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.0537797134236,0.0,916.560425814742
14,2014-03-25,910.6353536431108,922.5279795302408,904.6890406995456,911.7608642578124,2249968,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.6890406995456,0.0,922.5279795302408
15,2014-03-26,912.3556243393268,916.7941017998186,886.6590558154033,889.1862182617188,3192350,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886.6590558154033,0.0,916.7941017998186
16,2014-03-27,892.3504756588035,898.3180465415908,877.1024708623631,889.5047607421875,5012476,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.1024708623631,0.0,898.3180465415908
17,2014-03-28,890.673034326024,901.6525216493984,883.4737665902434,892.8392333984375,2971162,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.4737665902434,0.0,901.6525216493984
18,2014-03-31,893.6458850030822,911.0388295638348,884.3016789811869,906.0269165039062,2683268,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.3016789811869,0.0,911.0388295638348
19,2014-04-01,911.0601001002382,928.0495658363732,911.01758495771,924.5242309570312,2755932,0.0,0.0,971.0545336433038,854.3153318211847,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.01758495771,0.0,928.0495658363732
20,2014-04-02,930.1734151454964,935.2702557764306,917.8773078624652,922.6343383789062,3763016,0.0,0.0,935.2702557764306,891.9471841306006,1,971.0545336433038,854.3153318211847,854.3153318211847,898.9097069172342,912.6849327322443,926.4601585472543,946.0723444533703,971.0545336433038,1002.574118135276,1043.1993603693734,1159.9385621914926,935.2702557764306,116.73920182211907,917.8773078624652
21,2014-04-03,922.8890135678358,926.775312193486,912.1644138277416,920.19189453125,1581194,0.0,0.0,935.2702557764306,891.9471841306006,1,971.0545336433038,854.3153318211847,854.3153318211847,898.9097069172342,912.6849327322443,926.4601585472543,946.0723444533703,971.0545336433038,1002.574118135276,1043.1993603693734,1159.9385621914926,926.775312193486,116.73920182211907,912.1644138277416
22,2014-04-04,922.5279760933164,928.899025651972,904.6890373290812,908.447998046875,1694656,0.0,0.0,935.2702557764306,891.9471841306006,1,971.0545336433038,854.3153318211847,854.3153318211847,898.9097069172342,912.6849327322443,926.4601585472543,946.0723444533703,971.0545336433038,1002.574118135276,1043.1993603693734,1159.9385621914926,928.899025651972,116.73920182211907,904.6890373290812
23,2014-04-07,904.7315529583394,919.9582991944474,900.7389663488171,914.7977905273438,2594986,0.0,0.0,935.2702557764306,891.9471841306006,1,971.0545336433038,854.3153318211847,854.3153318211847,898.9097069172342,912.6849327322443,926.4601585472543,946.0723444533703,971.0545336433038,1002.574118135276,1043.1993603693734,1159.9385621914926,919.9582991944474,116.73920182211907,900.7389663488171
24,2014-04-09,914.0333714380096,918.2807384056582,894.0707466900603,909.1063842773438,3350500,0.0,0.0,935.2702557764306,891.9471841306006,1,971.0545336433038,854.3153318211847,854.3153318211847,898.9097069172342,912.6849327322443,926.4601585472543,946.0723444533703,971.0545336433038,1002.574118135276,1043.1993603693734,1159.9385621914926,918.2807384056582,116.73920182211907,894.0707466900603
25,2014-04-10,909.1062076907504,912.6102847584218,898.4028657504106,903.0537109375,2152886,0.0,0.0,935.2702557764306,891.9471841306006,1,971.0545336433038,854.3153318211847,854.3153318211847,898.9097069172342,912.6849327322443,926.4601585472543,946.0723444533703,971.0545336433038,1002.574118135276,1043.1993603693734,1159.9385621914926,912.6102847584218,116.73920182211907,898.4028657504106
